t,y
0.15050167224080266,-4.609508587586737
0.2508361204013378,-4.6095085875867525
0.3511705685618729,-1.1689765884128007
0.45150501672240806,-0.0023498652839375467
0.5518394648829432,0.09435139233787261
0.6521739130434783,0.21516612110287506
0.7525083612040133,-2.197171233241996
0.8528428093645485,-1.0435583350803628
0.9531772575250836,-2.826533461333569
1.0535117056856187,-3.718021024460097
1.1538461538461537,-1.944959892531712
1.2541806020066888,-3.2772342400592214
1.3545150501672238,-3.9433714138229665
1.4548494983277593,-4.276440000705036
1.5551839464882944,-2.0302814197411885
1.6555183946488294,-3.3198950036640067
1.7558528428093645,-2.7275282146867905
1.8561872909698998,-3.668518401136696
1.956521739130435,-4.13901349436175
2.05685618729097,-4.374261040974284
2.1571906354515047,-4.491884814280622
2.25752508361204,-4.550696700933697
2.3578595317725757,-4.580102644260171
2.4581939799331103,-4.594805615923542
2.558528428093646,-4.602157101755147
2.6588628762541804,-2.336924235878243
2.759197324414716,-3.4732164117325612
2.859531772575251,-4.041362499659646
2.959866220735786,-4.325435543623245
3.0602006688963215,-4.467472065605062
3.160535117056856,-4.538490326595943
3.2608695652173916,-4.5739994570912685
3.361204013377926,-4.591754022339185
3.4615384615384617,-4.600631304962995
3.561872909698997,-4.60506994627495
3.6622073578595327,-4.607289266930852
3.7625418060200673,-4.608398927258811
3.8628762541806023,-4.608953757422817
3.9632107023411374,-4.609231172504774
4.063545150501673,-4.60936988004582
4.1638795986622075,-4.609439233816352
4.264214046822742,-4.609473910701595
4.364548494983278,-4.609491249144229
4.464882943143813,-4.609499918365447
4.565217391304348,-4.6095042529762775
4.665551839464884,-4.609506420281583
4.765886287625419,-4.609507503934169
4.866220735785953,-2.4395190306341474
4.966555183946488,-0.7215075508602906
5.066889632107023,-1.4885341877083627
5.167224080267559,-0.7055185208655215
5.2675585284280935,-0.13933784651604667
5.367892976588629,0.0009538179914475309
5.4682274247491645,-0.12539484015066604
5.568561872909699,0.26727269999346026
5.668896321070234,0.26607608879374756
5.76923076923077,0.3773477175377994
5.869565217391305,0.29254470419512435
5.96989966555184,0.2366323218202429
6.070234113712376,0.21643383133731514
6.17056856187291,-0.0320670158716414
6.270903010033445,0.20317408572016746
6.3712374581939795,0.3003149799735005
6.471571906354516,0.2549161611083599
6.5719063545150505,0.1910478022630051
6.672240802675585,0.08113645737173424
6.7725752508361206,0.0013378318620270793
6.872909698996656,0.0494413439709758
6.973244147157191,-0.10048312550678341
7.073578595317725,-0.30858215102616
7.173913043478262,-0.28626268179711334
7.274247491638796,-0.3507848764597894
7.374581939799331,-0.4351926434625338
7.474916387959866,-0.4178952477488893
7.575250836120402,-0.6877192065972363
7.6755852842809364,-0.6156185127306915
7.775919732441472,-0.6691727179352813
7.876254180602007,-0.7593440778805767
7.976588628762542,-0.8305536579446138
8.076923076923077,-0.8616492098610704
8.177257525083611,-0.7679576947454314
8.277591973244148,-0.9036753349808828
8.377926421404682,-1.0077666550835516
8.478260869565219,-1.023858349962512
8.578595317725753,-1.1372516795974443
8.678929765886288,-1.2208402027364025
8.779264214046822,-1.4259419440163321
8.879598662207357,-1.5612945330769143
8.979933110367893,-1.5434678267838335
9.080267558528428,-1.6187150880944339
9.180602006688964,-1.6410878752984417
9.280936454849499,-1.8147744627397584
9.381270903010034,-1.6175111212599922
9.481605351170568,-1.6830345092969188
9.581939799331103,-1.9186649809529959
9.682274247491641,-1.9705657654813147
9.782608695652174,-1.9147118930449163
9.882943143812708,-1.9736182813600134
9.983277591973245,-2.158906659703158
10.08361204013378,-2.4209478609986697
10.183946488294314,-2.2251831516093796
10.284280936454849,-2.1220507879973773
10.384615384615385,-2.1199300887662837
10.484949832775921,-2.0431388813635825
10.585284280936456,-2.595942174471352
