t,y
0.15050167224080266,-4.609508587586861
0.2508361204013378,-4.609508587586855
0.3511705685618729,-3.844930129940366
0.45150501672240806,-3.278234999260238
0.5518394648829432,-2.8583279329030784
0.6521739130434783,-2.4802140006071243
0.7525083612040133,-2.716802288049305
0.8528428093645485,-2.3514644869690615
0.9531772575250836,-2.6023582759265786
1.0535117056856187,-2.8253749772221526
1.1538461538461537,-2.4542065368453887
1.2541806020066888,-2.6936845424833007
1.3545150501672238,-2.9065538808281337
1.4548494983277593,-3.095771070468004
1.5551839464882944,-2.681830122557281
1.6555183946488294,-2.896016618671668
1.7558528428093645,-2.614336233134153
1.8561872909698998,-2.8360220502955658
1.956521739130435,-3.033076109994591
2.05685618729097,-3.208235274171492
2.1571906354515047,-2.88969070827123
2.25752508361204,-3.080781583750745
2.3578595317725757,-2.834270735283604
2.4581939799331103,-3.03151938553951
2.558528428093646,-2.800989181223143
2.6588628762541804,-2.505572732506123
2.759197324414716,-2.739343383070643
2.859531772575251,-2.947139516905768
2.959866220735786,-3.1318471914259005
3.0602006688963215,-3.296031790999313
3.160535117056856,-3.441973657286807
3.2608695652173916,-3.571699760653465
3.361204013377926,-3.687011852534947
3.4615384615384617,-3.7895114897629276
3.561872909698997,-3.8806222784100326
3.6622073578595327,-3.9616096460963393
3.7625418060200673,-4.033598417373053
3.8628762541806023,-4.097588436285687
3.9632107023411374,-4.154468453096918
4.063545150501673,-4.20502846804023
4.1638795986622075,-4.053482351331167
4.264214046822742,-4.115263044248456
4.364548494983278,-3.851551974045238
4.464882943143813,-3.5307718796555085
4.565217391304348,-3.65063151387009
4.665551839464884,-3.7571734109497275
4.765886287625419,-3.851877319464959
4.866220735785953,-3.4057381169466185
4.966555183946488,-2.970242379091732
5.066889632107023,-2.7759505391858736
5.167224080267559,-2.4882869587661434
5.2675585284280935,-2.1975658402559364
5.367892976588629,-1.9584119189212317
5.4682274247491645,-1.7730657110977488
5.568561872909699,-1.5309181218757124
5.668896321070234,-1.345207253618743
5.76923076923077,-1.158504292602337
5.869565217391305,-1.0131866669381255
5.96989966555184,-0.8851752210549603
6.070234113712376,-0.7694391838181158
6.17056856187291,-0.7005843051104063
6.270903010033445,-0.585838018353801
6.3712374581939795,-0.4851993903913474
6.471571906354516,-0.40966989295171014
6.5719063545150505,-0.34871853524085944
6.672240802675585,-0.3064018770794454
6.7725752508361206,-0.2732689565421288
6.872909698996656,-0.23177855812866252
6.973244147157191,-0.21984134756708087
7.073578595317725,-0.22754567267730985
7.173913043478262,-0.22095109882790848
7.274247491638796,-0.22612758951206974
7.374581939799331,-0.2388455190020324
7.474916387959866,-0.24470389314119
7.575250836120402,-0.2822864996222457
7.6755852842809364,-0.29636883730854574
7.775919732441472,-0.3207553635466679
7.876254180602007,-0.3512849618520591
7.976588628762542,-0.383418841071732
8.076923076923077,-0.41379298581301716
8.177257525083611,-0.43068039928185164
8.277591973244148,-0.46640817491652736
8.377926421404682,-0.5039655571871513
8.478260869565219,-0.5362641102012146
8.578595317725753,-0.5768454069871382
8.678929765886288,-0.6178135727818401
8.779264214046822,-0.6695845587281849
8.879598662207357,-0.7212226966756896
8.979933110367893,-0.7641602966754738
9.080267558528428,-0.8112863056267388
9.180602006688964,-0.8550707150565803
9.280936454849499,-0.907525078616162
9.381270903010034,-0.9366525435526507
9.481605351170568,-0.9774498842752108
9.581939799331103,-1.029163153169617
9.682274247491641,-1.0747646066547905
9.782608695652174,-1.1129063473039618
9.882943143812708,-1.1550765343761809
9.983277591973245,-1.20424404557078
10.08361204013378,-1.259010753068345
10.183946488294314,-1.2944096377957517
10.284280936454849,-1.3278848209860974
10.384615384615385,-1.363173974963769
10.484949832775921,-1.3917097344281688
10.585284280936456,-1.4477758981830808
10.68561872909699,-1.4804748291740004
10.785953177257525,-1.53426390244201
10.88628762541806,-1.573986834544773
10.986622073578594,-1.6203595231292076
11.08695652173913,-1.6879736589569605
11.187290969899665,-1.717800641034669
11.287625418060202,-1.7449437084371155
11.387959866220736,-1.8068231885300226
11.488294314381271,-1.8306062479532164
11.588628762541807,-1.8439627860525831
11.688963210702344,-1.905800162864022
11.789297658862877,-1.9424202986838117
11.889632107023413,-1.9707341254171296
11.989966555183948,-2.00199884464538
12.090301003344482,-2.0085287738502586
12.190635451505017,-2.0436114220991604
12.290969899665551,-2.075693984908888
12.39130434782609,-2.128474192113977
12.491638795986624,-2.1946676046908653
12.591973244147157,-2.2691084059513407
12.692307692307693,-2.3016492836472278
12.792642140468228,-2.342939891553165
12.892976588628763,-2.362491481657933
12.993311036789297,-2.360354220466907
13.093645484949832,-2.397080737635507
13.193979933110366,-2.4404836680236754
13.294314381270903,-2.5397664900313996
13.39464882943144,-2.6178181411298063
13.494983277591974,-2.684976273020199
13.595317725752508,-2.8012810955721505
13.695652173913043,-2.816907380394265
13.795986622073581,-2.8640697963543764
13.896321070234114,-2.8858211086000707
13.996655518394647,-2.9322738230903806
14.096989966555185,-2.957991418695137
14.19732441471572,-3.076874878734916
14.297658862876254,-3.515864942706495
14.397993311036789,-3.564447541601917
14.498327759197325,-3.578421974424557
14.598662207357862,-3.4995726878619755
14.698996655518396,-3.531149219885111
14.79933110367893,-3.6110818872723813
14.899665551839465,-3.7054495099737004
15.0,-3.6933668274385334
15.100334448160535,-3.677105973351357
15.200668896321071,-3.6014537722784663
15.301003344481604,-3.6153688853164083
15.40133779264214,-3.626034652382289
15.501672240802677,-3.595826624518107
15.602006688963211,-3.6510005818965183
15.702341137123746,-3.71749418115827
15.80267558528428,-3.686128437921019
15.903010033444817,-3.7216701516485333
16.003344481605353,-3.66787489170523
16.103678929765884,-3.723053525407786
16.204013377926422,-3.7278717134151176
16.304347826086957,-3.8830199646435433
16.40468227424749,-3.957031715406634
16.50501672240803,-4.038262342564486
16.60535117056856,-4.256666120017631
16.7056856187291,-4.271544267402503
16.80602006688963,-4.208242846013358
16.906354515050168,-4.329544794004359
17.006688963210703,-4.448755562906751
17.107023411371237,-4.408257286581989
17.207357859531776,-4.43061854224919
17.307692307692307,-4.4504952139533644
